Epoch 1/1000, Train Loss: 0.1883, Train Accuracy: 0.6943, Train F1: 0.6154, Validation Loss: 0.1655, Validation Accuracy: 0.7455, Validation F1: 0.6831
Epoch 160/1000, Train Loss: 0.0822, Train Accuracy: 0.8836, Train F1: 0.8778, Validation Loss: 0.0839, Validation Accuracy: 0.8876, Validation F1: 0.8831
Epoch 161/1000, Train Loss: 0.0825, Train Accuracy: 0.8860, Train F1: 0.8806, Validation Loss: 0.0844, Validation Accuracy: 0.8868, Validation F1: 0.8825
Epoch 162/1000, Train Loss: 0.0814, Train Accuracy: 0.8844, Train F1: 0.8786, Validation Loss: 0.0842, Validation Accuracy: 0.8860, Validation F1: 0.8816
Epoch 163/1000, Train Loss: 0.0819, Train Accuracy: 0.8865, Train F1: 0.8810, Validation Loss: 0.0840, Validation Accuracy: 0.8839, Validation F1: 0.8793
Epoch 164/1000, Train Loss: 0.0823, Train Accuracy: 0.8856, Train F1: 0.8801, Validation Loss: 0.0844, Validation Accuracy: 0.8864, Validation F1: 0.8821
Epoch 165/1000, Train Loss: 0.0811, Train Accuracy: 0.8885, Train F1: 0.8834, Validation Loss: 0.0840, Validation Accuracy: 0.8872, Validation F1: 0.8826
Epoch 166/1000, Train Loss: 0.0808, Train Accuracy: 0.8874, Train F1: 0.8821, Validation Loss: 0.0845, Validation Accuracy: 0.8860, Validation F1: 0.8816
Epoch 167/1000, Train Loss: 0.0821, Train Accuracy: 0.8851, Train F1: 0.8794, Validation Loss: 0.0842, Validation Accuracy: 0.8851, Validation F1: 0.8808
Epoch 168/1000, Train Loss: 0.0817, Train Accuracy: 0.8865, Train F1: 0.8809, Validation Loss: 0.0840, Validation Accuracy: 0.8851, Validation F1: 0.8807
Epoch 169/1000, Train Loss: 0.0809, Train Accuracy: 0.8882, Train F1: 0.8830, Validation Loss: 0.0842, Validation Accuracy: 0.8860, Validation F1: 0.8816
Epoch 170/1000, Train Loss: 0.0812, Train Accuracy: 0.8874, Train F1: 0.8820, Validation Loss: 0.0842, Validation Accuracy: 0.8855, Validation F1: 0.8811
Epoch 171/1000, Train Loss: 0.0806, Train Accuracy: 0.8882, Train F1: 0.8827, Validation Loss: 0.0842, Validation Accuracy: 0.8839, Validation F1: 0.8793
Epoch 172/1000, Train Loss: 0.0812, Train Accuracy: 0.8877, Train F1: 0.8823, Validation Loss: 0.0841, Validation Accuracy: 0.8868, Validation F1: 0.8824
Epoch 173/1000, Train Loss: 0.0808, Train Accuracy: 0.8874, Train F1: 0.8820, Validation Loss: 0.0836, Validation Accuracy: 0.8881, Validation F1: 0.8833
Epoch 174/1000, Train Loss: 0.0802, Train Accuracy: 0.8873, Train F1: 0.8822, Validation Loss: 0.0841, Validation Accuracy: 0.8868, Validation F1: 0.8827
Epoch 175/1000, Train Loss: 0.0801, Train Accuracy: 0.8882, Train F1: 0.8830, Validation Loss: 0.0840, Validation Accuracy: 0.8872, Validation F1: 0.8829
Epoch 176/1000, Train Loss: 0.0804, Train Accuracy: 0.8894, Train F1: 0.8843, Validation Loss: 0.0845, Validation Accuracy: 0.8843, Validation F1: 0.8799
Epoch 177/1000, Train Loss: 0.0821, Train Accuracy: 0.8872, Train F1: 0.8817, Validation Loss: 0.0840, Validation Accuracy: 0.8843, Validation F1: 0.8798
Epoch 178/1000, Train Loss: 0.0809, Train Accuracy: 0.8880, Train F1: 0.8826, Validation Loss: 0.0840, Validation Accuracy: 0.8855, Validation F1: 0.8810
Epoch 179/1000, Train Loss: 0.0805, Train Accuracy: 0.8879, Train F1: 0.8826, Validation Loss: 0.0841, Validation Accuracy: 0.8868, Validation F1: 0.8825
Epoch 180/1000, Train Loss: 0.0794, Train Accuracy: 0.8903, Train F1: 0.8853, Validation Loss: 0.0838, Validation Accuracy: 0.8855, Validation F1: 0.8810
Epoch 181/1000, Train Loss: 0.0802, Train Accuracy: 0.8875, Train F1: 0.8822, Validation Loss: 0.0839, Validation Accuracy: 0.8872, Validation F1: 0.8829
Epoch 182/1000, Train Loss: 0.0797, Train Accuracy: 0.8901, Train F1: 0.8852, Validation Loss: 0.0840, Validation Accuracy: 0.8864, Validation F1: 0.8819
Epoch 183/1000, Train Loss: 0.0793, Train Accuracy: 0.8891, Train F1: 0.8838, Validation Loss: 0.0842, Validation Accuracy: 0.8872, Validation F1: 0.8829
Epoch 184/1000, Train Loss: 0.0809, Train Accuracy: 0.8875, Train F1: 0.8824, Validation Loss: 0.0836, Validation Accuracy: 0.8881, Validation F1: 0.8837
Epoch 185/1000, Train Loss: 0.0809, Train Accuracy: 0.8888, Train F1: 0.8838, Validation Loss: 0.0838, Validation Accuracy: 0.8872, Validation F1: 0.8831
Epoch 186/1000, Train Loss: 0.0801, Train Accuracy: 0.8885, Train F1: 0.8837, Validation Loss: 0.0845, Validation Accuracy: 0.8855, Validation F1: 0.8815
Epoch 187/1000, Train Loss: 0.0793, Train Accuracy: 0.8897, Train F1: 0.8845, Validation Loss: 0.0839, Validation Accuracy: 0.8881, Validation F1: 0.8839
Epoch 188/1000, Train Loss: 0.0799, Train Accuracy: 0.8888, Train F1: 0.8835, Validation Loss: 0.0842, Validation Accuracy: 0.8860, Validation F1: 0.8816
Epoch 189/1000, Train Loss: 0.0794, Train Accuracy: 0.8891, Train F1: 0.8838, Validation Loss: 0.0839, Validation Accuracy: 0.8885, Validation F1: 0.8842
Epoch 190/1000, Train Loss: 0.0797, Train Accuracy: 0.8885, Train F1: 0.8833, Validation Loss: 0.0837, Validation Accuracy: 0.8860, Validation F1: 0.8818
Epoch 191/1000, Train Loss: 0.0796, Train Accuracy: 0.8888, Train F1: 0.8836, Validation Loss: 0.0838, Validation Accuracy: 0.8872, Validation F1: 0.8828
Epoch 192/1000, Train Loss: 0.0799, Train Accuracy: 0.8893, Train F1: 0.8843, Validation Loss: 0.0835, Validation Accuracy: 0.8872, Validation F1: 0.8830
Epoch 193/1000, Train Loss: 0.0799, Train Accuracy: 0.8896, Train F1: 0.8844, Validation Loss: 0.0837, Validation Accuracy: 0.8885, Validation F1: 0.8843
Epoch 194/1000, Train Loss: 0.0790, Train Accuracy: 0.8894, Train F1: 0.8844, Validation Loss: 0.0841, Validation Accuracy: 0.8868, Validation F1: 0.8824
Epoch 195/1000, Train Loss: 0.0791, Train Accuracy: 0.8900, Train F1: 0.8848, Validation Loss: 0.0837, Validation Accuracy: 0.8860, Validation F1: 0.8815
Epoch 196/1000, Train Loss: 0.0783, Train Accuracy: 0.8900, Train F1: 0.8849, Validation Loss: 0.0836, Validation Accuracy: 0.8897, Validation F1: 0.8855
Epoch 197/1000, Train Loss: 0.0801, Train Accuracy: 0.8865, Train F1: 0.8812, Validation Loss: 0.0837, Validation Accuracy: 0.8864, Validation F1: 0.8818
Epoch 198/1000, Train Loss: 0.0789, Train Accuracy: 0.8878, Train F1: 0.8828, Validation Loss: 0.0841, Validation Accuracy: 0.8881, Validation F1: 0.8841
Epoch 199/1000, Train Loss: 0.0783, Train Accuracy: 0.8906, Train F1: 0.8856, Validation Loss: 0.0840, Validation Accuracy: 0.8860, Validation F1: 0.8819
Epoch 200/1000, Train Loss: 0.0779, Train Accuracy: 0.8926, Train F1: 0.8877, Validation Loss: 0.0836, Validation Accuracy: 0.8881, Validation F1: 0.8840
Epoch 201/1000, Train Loss: 0.0786, Train Accuracy: 0.8897, Train F1: 0.8848, Validation Loss: 0.0834, Validation Accuracy: 0.8889, Validation F1: 0.8847
Epoch 202/1000, Train Loss: 0.0787, Train Accuracy: 0.8893, Train F1: 0.8842, Validation Loss: 0.0843, Validation Accuracy: 0.8876, Validation F1: 0.8837
Epoch 203/1000, Train Loss: 0.0795, Train Accuracy: 0.8896, Train F1: 0.8845, Validation Loss: 0.0842, Validation Accuracy: 0.8876, Validation F1: 0.8836
Epoch 204/1000, Train Loss: 0.0792, Train Accuracy: 0.8889, Train F1: 0.8839, Validation Loss: 0.0838, Validation Accuracy: 0.8897, Validation F1: 0.8856
Epoch 205/1000, Train Loss: 0.0794, Train Accuracy: 0.8887, Train F1: 0.8837, Validation Loss: 0.0838, Validation Accuracy: 0.8872, Validation F1: 0.8832
Epoch 206/1000, Train Loss: 0.0793, Train Accuracy: 0.8894, Train F1: 0.8844, Validation Loss: 0.0841, Validation Accuracy: 0.8885, Validation F1: 0.8842
Epoch 207/1000, Train Loss: 0.0791, Train Accuracy: 0.8884, Train F1: 0.8834, Validation Loss: 0.0838, Validation Accuracy: 0.8881, Validation F1: 0.8841
Epoch 208/1000, Train Loss: 0.0794, Train Accuracy: 0.8894, Train F1: 0.8844, Validation Loss: 0.0836, Validation Accuracy: 0.8885, Validation F1: 0.8843
Epoch 209/1000, Train Loss: 0.0788, Train Accuracy: 0.8888, Train F1: 0.8839, Validation Loss: 0.0834, Validation Accuracy: 0.8889, Validation F1: 0.8847
Epoch 210/1000, Train Loss: 0.0775, Train Accuracy: 0.8915, Train F1: 0.8867, Validation Loss: 0.0839, Validation Accuracy: 0.8901, Validation F1: 0.8860
Epoch 211/1000, Train Loss: 0.0769, Train Accuracy: 0.8929, Train F1: 0.8882, Validation Loss: 0.0837, Validation Accuracy: 0.8893, Validation F1: 0.8850
Epoch 212/1000, Train Loss: 0.0779, Train Accuracy: 0.8950, Train F1: 0.8902, Validation Loss: 0.0836, Validation Accuracy: 0.8897, Validation F1: 0.8854
Epoch 213/1000, Train Loss: 0.0778, Train Accuracy: 0.8897, Train F1: 0.8848, Validation Loss: 0.0842, Validation Accuracy: 0.8881, Validation F1: 0.8838
Epoch 214/1000, Train Loss: 0.0782, Train Accuracy: 0.8903, Train F1: 0.8854, Validation Loss: 0.0840, Validation Accuracy: 0.8872, Validation F1: 0.8827
Epoch 215/1000, Train Loss: 0.0772, Train Accuracy: 0.8920, Train F1: 0.8873, Validation Loss: 0.0836, Validation Accuracy: 0.8893, Validation F1: 0.8852
Epoch 216/1000, Train Loss: 0.0780, Train Accuracy: 0.8911, Train F1: 0.8864, Validation Loss: 0.0840, Validation Accuracy: 0.8893, Validation F1: 0.8849
Epoch 217/1000, Train Loss: 0.0773, Train Accuracy: 0.8906, Train F1: 0.8858, Validation Loss: 0.0839, Validation Accuracy: 0.8893, Validation F1: 0.8851
Epoch 218/1000, Train Loss: 0.0776, Train Accuracy: 0.8903, Train F1: 0.8853, Validation Loss: 0.0842, Validation Accuracy: 0.8901, Validation F1: 0.8859
Epoch 219/1000, Train Loss: 0.0781, Train Accuracy: 0.8908, Train F1: 0.8860, Validation Loss: 0.0835, Validation Accuracy: 0.8897, Validation F1: 0.8855
Epoch 220/1000, Train Loss: 0.0780, Train Accuracy: 0.8906, Train F1: 0.8857, Validation Loss: 0.0844, Validation Accuracy: 0.8893, Validation F1: 0.8852
Epoch 221/1000, Train Loss: 0.0775, Train Accuracy: 0.8900, Train F1: 0.8853, Validation Loss: 0.0842, Validation Accuracy: 0.8893, Validation F1: 0.8851
